pair_index,sep,left_chunk_id,right_chunk_id,left_rendered_tokens,right_rendered_tokens,joined_tokens,sep_incremental_tokens
447,\n,CMM:p60:1,CMM:p60:2,238,51,289,0
448,\n,CMM:p60:2,CMM:p61:0,51,225,276,0
449,\n,CMM:p61:0,CMM:p61:1,225,244,469,0
450,\n,CMM:p61:1,CMM:p61:2,244,231,475,0
451,\n,CMM:p61:2,CMM:p62:0,231,236,467,0
452,\n,CMM:p62:0,CMM:p63:0,236,274,510,0
453,\n,CMM:p63:0,CMM:p63:1,274,233,507,0
454,\n,CMM:p63:1,CMM:p63:2,233,229,462,0
455,\n,CMM:p63:2,CMM:p64:0,229,175,404,0
456,\n,CMM:p64:0,CMM:p64:1,175,193,369,1
457,\n,CMM:p64:1,CMM:p64:2,193,103,296,0
458,\n,CMM:p64:2,CMM:p65:0,103,212,316,1
459,\n,CMM:p65:0,CMM:p65:1,212,74,286,0
460,\n,CMM:p65:1,CMM:p65:2,74,268,342,0
461,\n,CMM:p65:2,CMM:p65:3,268,100,368,0
462,\n,CMM:p65:3,CMM:p66:0,100,185,285,0
463,\n,CMM:p66:0,CMM:p66:1,185,175,361,1
464,\n,CMM:p66:1,CMM:p66:2,175,117,292,0
465,\n,CMM:p66:2,CMM:p67:0,117,206,324,1
466,\n,CMM:p67:0,CMM:p67:1,206,88,294,0
467,\n,CMM:p67:1,CMM:p67:2,88,158,247,1
468,\n,CMM:p67:2,CMM:p68:0,158,277,436,1
469,\n,CMM:p68:0,CMM:p68:1,277,237,515,1
470,\n,CMM:p68:1,CMM:p69:0,237,246,483,0
471,\n,CMM:p69:0,CMM:p69:1,246,298,545,1
472,\n,CMM:p69:1,CMM:p69:2,298,160,459,1
473,\n,CMM:p69:2,CMM:p70:0,160,302,462,0
474,\n,CMM:p70:0,CMM:p70:1,302,259,561,0
475,\n,CMM:p70:1,CMM:p70:2,259,280,539,0
476,\n,CMM:p70:2,CMM:p70:3,280,43,323,0
477,\n,CMM:p70:3,CMM:p71:0,43,233,276,0
478,\n,CMM:p71:0,CMM:p71:1,233,136,369,0
479,\n,CMM:p71:1,CMM:p72:0,136,313,449,0
480,\n,CMM:p72:0,CMM:p72:1,313,260,573,0
481,\n,CMM:p72:1,CMM:p72:2,260,132,392,0
482,\n,CMM:p72:2,CMM:p73:0,132,173,305,0
483,\n,CMM:p73:0,CMM:p74:0,173,95,269,1
484,\n,CMM:p74:0,CMM:p74:1,95,276,371,0
485,\n,CMM:p74:1,CMM:p74:2,276,192,468,0
486,\n,CMM:p74:2,CMM:p74:3,192,182,374,0
487,\n,CMM:p74:3,CMM:p75:0,182,285,467,0
488,\n,CMM:p75:0,CMM:p75:1,285,250,536,1
489,\n,CMM:p75:1,CMM:p75:2,250,249,499,0
490,\n,CMM:p75:2,CMM:p75:3,249,68,317,0
491,\n,CMM:p75:3,CMM:p76:0,68,261,329,0
492,\n,CMM:p76:0,CMM:p76:1,261,273,535,1
493,\n,CMM:p76:1,CMM:p76:2,273,272,545,0
494,\n,CMM:p76:2,CMM:p76:3,272,70,342,0
495,\n,CMM:p76:3,CMM:p77:0,70,78,148,0
496,\n,CMM:p77:0,CMM:p77:1,78,246,324,0
497,\n,CMM:p77:1,CMM:p77:2,246,232,478,0
498,\n,CMM:p77:2,CMM:p77:3,232,257,489,0
499,\n,CMM:p77:3,CMM:p78:0,257,242,500,1
500,\n,CMM:p78:0,CMM:p78:1,242,270,513,1
501,\n,CMM:p78:1,CMM:p78:2,270,175,445,0
502,\n,CMM:p78:2,CMM:p78:3,175,113,288,0
503,\n,CMM:p78:3,CMM:p79:0,113,254,367,0
504,\n,CMM:p79:0,CMM:p79:1,254,257,511,0
505,\n,CMM:p79:1,CMM:p79:2,257,270,528,1
506,\n,CMM:p79:2,CMM:p80:0,270,269,539,0
507,\n,CMM:p80:0,CMM:p80:1,269,243,513,1
508,\n,CMM:p80:1,CMM:p80:2,243,189,432,0
509,\n,CMM:p80:2,CMM:p81:0,189,199,388,0
510,\n,CMM:p81:0,CMM:p81:1,199,242,441,0
511,\n,CMM:p81:1,CMM:p81:2,242,242,484,0
512,\n,CMM:p81:2,CMM:p81:3,242,116,358,0
513,\n,CMM:p81:3,CMM:p82:0,116,273,390,1
514,\n,CMM:p82:0,CMM:p82:1,273,242,515,0
515,\n,CMM:p82:1,CMM:p82:2,242,149,391,0
516,\n,CMM:p82:2,CMM:p83:0,149,252,402,1
517,\n,CMM:p83:0,CMM:p83:1,252,236,488,0
518,\n,CMM:p83:1,CMM:p83:2,236,221,458,1
519,\n,CMM:p83:2,CMM:p83:3,221,128,349,0
520,\n,CMM:p83:3,CMM:p84:0,128,264,392,0
521,\n,CMM:p84:0,CMM:p84:1,264,249,513,0
522,\n,CMM:p84:1,CMM:p84:2,249,273,522,0
523,\n,CMM:p84:2,CMM:p85:0,273,279,553,1
524,\n,CMM:p85:0,CMM:p85:1,279,270,549,0
525,\n,CMM:p85:1,CMM:p85:2,270,73,344,1
526,\n,CMM:p85:2,CMM:p86:0,73,242,315,0
527,\n,CMM:p86:0,CMM:p86:1,242,258,500,0
528,\n,CMM:p86:1,CMM:p86:2,258,202,460,0
529,\n,CMM:p86:2,CMM:p87:0,202,112,314,0
530,\n,CMM:p87:0,CMM:p87:1,112,252,364,0
531,\n,CMM:p87:1,CMM:p87:2,252,234,487,1
532,\n,CMM:p87:2,CMM:p87:3,234,151,385,0
533,\n,CMM:p87:3,CMM:p88:0,151,246,397,0
534,\n,CMM:p88:0,CMM:p88:1,246,134,381,1
535,\n,CMM:p88:1,CMM:p88:2,134,94,228,0
536,\n,CMM:p88:2,CMM:p88:3,94,260,354,0
537,\n,CMM:p88:3,CMM:p88:4,260,165,426,1
538,\n,CMM:p88:4,CMM:p89:0,165,280,445,0
539,\n,CMM:p89:0,CMM:p89:1,280,299,580,1
540,\n,CMM:p89:1,CMM:p89:2,299,241,541,1
541,\n,CMM:p89:2,CMM:p89:3,241,65,307,1
542,\n,CMM:p89:3,CMM:p90:0,65,220,285,0
543,\n,CMM:p90:0,CMM:p90:1,220,45,265,0
544,\n,CMM:p90:1,CMM:p90:2,45,263,308,0
545,\n,CMM:p90:2,CMM:p90:3,263,219,483,1
546,\n,CMM:p90:3,CMM:p91:0,219,236,455,0
547,\n,CMM:p91:0,CMM:p91:1,236,253,490,1
548,\n,CMM:p91:1,CMM:p91:2,253,145,398,0
549,\n,CMM:p91:2,CMM:p92:0,145,226,371,0
550,\n,CMM:p92:0,CMM:p92:1,226,253,480,1
551,\n,CMM:p92:1,CMM:p92:2,253,241,495,1
552,\n,CMM:p92:2,CMM:p92:3,241,89,331,1
553,\n,CMM:p92:3,CMM:p93:0,89,112,202,1
554,\n,CMM:p93:0,CMM:p93:1,112,248,360,0
555,\n,CMM:p93:1,CMM:p93:2,248,182,430,0
556,\n,CMM:p93:2,CMM:p93:3,182,291,473,0
557,\n,CMM:p93:3,CMM:p94:0,291,236,527,0
558,\n,CMM:p94:0,CMM:p94:1,236,266,502,0
559,\n,CMM:p94:1,CMM:p94:2,266,258,525,1
560,\n,CMM:p94:2,CMM:p94:3,258,135,394,1
561,\n,CMM:p94:3,CMM:p95:0,135,268,403,0
562,\n,CMM:p95:0,CMM:p95:1,268,283,551,0
563,\n,CMM:p95:1,CMM:p95:2,283,290,573,0
564,\n,CMM:p95:2,CMM:p95:3,290,70,361,1
565,\n,CMM:p95:3,CMM:p96:0,70,93,163,0
566,\n,CMM:p96:0,CMM:p96:1,93,243,336,0
567,\n,CMM:p96:1,CMM:p96:2,243,270,513,0
568,\n,CMM:p96:2,CMM:p96:3,270,239,509,0
569,\n,CMM:p96:3,CMM:p97:0,239,289,528,0
570,\n,CMM:p97:0,CMM:p97:1,289,120,410,1
571,\n,CMM:p97:1,CMM:p97:2,120,299,419,0
572,\n,CMM:p97:2,CMM:p97:3,299,99,398,0
573,\n,CMM:p97:3,CMM:p98:0,99,214,313,0
574,\n,CMM:p98:0,CMM:p98:1,214,132,347,1
575,\n,CMM:p98:1,CMM:p98:2,132,242,374,0
576,\n,CMM:p98:2,CMM:p98:3,242,165,407,0
577,\n,CMM:p98:3,CMM:p99:0,165,169,334,0
578,\n,CMM:p99:0,CMM:p99:1,169,249,418,0
579,\n,CMM:p99:1,CMM:p99:2,249,273,522,0
580,\n,CMM:p99:2,CMM:p99:3,273,120,394,1
581,\n,CMM:p99:3,CMM:p99:4,120,67,187,0
582,\n,CMM:p99:4,CMM:p100:0,67,141,208,0
583,\n,CMM:p100:0,CMM:p100:1,141,253,394,0
584,\n,CMM:p100:1,CMM:p100:2,253,234,488,1
585,\n,CMM:p100:2,CMM:p100:3,234,51,286,1
586,\n,CMM:p100:3,CMM:p100:4,51,119,170,0
587,\n,CMM:p100:4,CMM:p101:0,119,266,385,0
588,\n,CMM:p101:0,CMM:p101:1,266,109,375,0
589,\n,CMM:p101:1,CMM:p101:2,109,251,360,0
590,\n,CMM:p101:2,CMM:p101:3,251,147,398,0
591,\n,CMM:p101:3,CMM:p102:0,147,260,407,0
592,\n,CMM:p102:0,CMM:p102:1,260,189,449,0
593,\n,CMM:p102:1,CMM:p103:0,189,373,562,0
594,\n,CMM:p103:0,CMM:p103:1,373,76,450,1
595,\n,CMM:p103:1,CMM:p104:0,76,427,504,1
596,\n,CMM:p104:0,CMM:p105:0,427,479,907,1
597,\n,CMM:p105:0,CMM:p106:0,479,495,975,1
598,\n,CMM:p106:0,CMM:p107:0,495,324,820,1
599,\n,CMM:p107:0,CMM:p108:0,324,432,757,1
600,\n,CMM:p108:0,CMM:p109:0,432,514,947,1
601,\n,CMM:p109:0,CMM:p110:0,514,295,810,1
602,\n,CMM:p110:0,CMM:p111:0,295,128,424,1
603,\n,CMM:p111:0,CMM:p112:0,128,38,166,0
604,\n,CMM:p112:0,CMM:p113:0,38,325,364,1
605,\n,CMM:p113:0,CMM:p113:1,325,329,655,1
606,\n,CMM:p113:1,CMM:p113:2,329,301,631,1
607,\n,CMM:p113:2,CMM:p113:3,301,102,404,1
608,\n,CMM:p113:3,CMM:p114:0,102,324,427,1
609,\n,CMM:p114:0,CMM:p114:1,324,325,650,1
610,\n,CMM:p114:1,CMM:p114:2,325,302,628,1
611,\n,CMM:p114:2,CMM:p114:3,302,123,426,1
612,\n,CMM:p114:3,CMM:p115:0,123,311,435,1
613,\n,CMM:p115:0,CMM:p115:1,311,279,591,1
614,\n,CMM:p115:1,CMM:p115:2,279,232,512,1
615,\n,CMM:p115:2,CMM:p116:0,232,319,552,1
616,\n,CMM:p116:0,CMM:p116:1,319,317,637,1
617,\n,CMM:p116:1,CMM:p116:2,317,293,611,1
618,\n,CMM:p116:2,CMM:p116:3,293,112,406,1
619,\n,CMM:p116:3,CMM:p117:0,112,35,148,1
620,\n,CMM:p117:0,CMM:p118:0,35,299,335,1
621,\n,CMM:p118:0,CMM:p118:1,299,293,593,1
622,\n,CMM:p118:1,CMM:p118:2,293,163,457,1
623,\n,CMM:p118:2,CMM:p119:0,163,327,491,1
624,\n,CMM:p119:0,CMM:p119:1,327,306,633,0
625,\n,CMM:p119:1,CMM:p119:2,306,284,591,1
626,\n,CMM:p119:2,CMM:p119:3,284,34,318,0
627,\n,CMM:p119:3,CMM:p120:0,34,136,171,1
628,\n,CMM:p120:0,CMM:p121:0,136,111,248,1
629,\n,CMM:p121:0,CMM:p122:0,111,36,148,1
630,\n,CMM:p122:0,CMM:p123:0,36,138,175,1
631,\n,CMM:p123:0,CMM:p123:1,138,67,206,1
632,\n,CMM:p123:1,CMM:p124:0,67,116,184,1
633,\n,CMM:p124:0,CMM:p124:1,116,81,198,1
634,\n,CMM:p124:1,CMM:p125:0,81,126,207,0
635,\n,CMM:p125:0,CMM:p126:0,126,113,240,1
636,\n,CMM:p126:0,CMM:p126:1,113,30,144,1
637,\n,CMM:p126:1,CMM:p127:0,30,162,193,1
638,\n,CMM:p127:0,CMM:p128:0,162,92,255,1
639,\n,CMM:p128:0,CMM:p129:0,92,96,189,1
640,\n,CMM:p129:0,CMM:p130:0,96,322,419,1
641,\n,CMM:p130:0,CMM:p131:0,322,294,617,1
642,\n,CMM:p131:0,CMM:p131:1,294,248,543,1
643,\n,CMM:p131:1,CMM:p132:0,248,346,595,1
644,\n,CMM:p132:0,CMM:p132:1,346,231,578,1
645,\n,CMM:p132:1,CMM:p133:0,231,251,483,1
646,\n,CMM:p133:0,EMM:p2:0,251,266,518,1
647,\n,EMM:p2:0,EMM:p2:1,266,262,529,1
648,\n,EMM:p2:1,EMM:p2:2,262,260,522,0
649,\n,EMM:p2:2,EMM:p2:3,260,221,482,1
650,\n,EMM:p2:3,EMM:p3:0,221,140,362,1
651,\n,EMM:p3:0,EMM:p3:1,140,283,424,1
652,\n,EMM:p3:1,EMM:p4:0,283,200,484,1
653,\n,EMM:p4:0,EMM:p4:1,200,313,514,1
654,\n,EMM:p4:1,EMM:p5:0,313,201,515,1
655,\n,EMM:p5:0,EMM:p5:1,201,287,489,1
656,\n,EMM:p5:1,EMM:p6:0,287,290,578,1
657,\n,EMM:p6:0,EMM:p6:1,290,118,409,1
658,\n,EMM:p6:1,EMM:p7:0,118,147,266,1
659,\n,EMM:p7:0,EMM:p7:1,147,344,492,1
660,\n,EMM:p7:1,EMM:p8:0,344,273,618,1
661,\n,EMM:p8:0,EMM:p9:0,273,325,599,1
662,\n,EMM:p9:0,EMM:p9:1,325,91,417,1
663,\n,EMM:p9:1,EMM:p10:0,91,204,296,1
664,\n,EMM:p10:0,EMM:p10:1,204,366,571,1
665,\n,EMM:p10:1,EMM:p10:2,366,71,437,0
666,\n,EMM:p10:2,EMM:p11:0,71,350,422,1
667,\n,EMM:p11:0,EMM:p11:1,350,145,496,1
668,\n,EMM:p11:1,EMM:p12:0,145,236,382,1
669,\n,EMM:p12:0,EMM:p12:1,236,257,494,1
670,\n,EMM:p12:1,EMM:p12:2,257,166,424,1
671,\n,EMM:p12:2,EMM:p13:0,166,363,530,1
672,\n,EMM:p13:0,EMM:p13:1,363,207,571,1
673,\n,EMM:p13:1,EMM:p14:0,207,240,447,0
674,\n,EMM:p14:0,EMM:p14:1,240,181,421,0
675,\n,EMM:p14:1,EMM:p15:0,181,236,418,1
676,\n,EMM:p15:0,EMM:p15:1,236,175,412,1
677,\n,EMM:p15:1,EMM:p16:0,175,212,387,0
678,\n,EMM:p16:0,EMM:p16:1,212,153,366,1
679,\n,EMM:p16:1,EMM:p17:0,153,268,421,0
680,\n,EMM:p17:0,EMM:p18:0,268,123,391,0
681,\n,EMM:p18:0,EMM:p18:1,123,253,377,1
682,\n,EMM:p18:1,EMM:p19:0,253,115,368,0
683,\n,EMM:p19:0,EMM:p20:0,115,303,419,1
684,\n,EMM:p20:0,EMM:p20:1,303,121,424,0
685,\n,EMM:p20:1,EMM:p21:0,121,246,368,1
686,\n,EMM:p21:0,EMM:p22:0,246,147,393,0
687,\n,EMM:p22:0,EMM:p22:1,147,308,455,0
688,\n,EMM:p22:1,EMM:p22:2,308,98,407,1
689,\n,EMM:p22:2,EMM:p23:0,98,115,213,0
690,\n,EMM:p23:0,EMM:p23:1,115,282,397,0
691,\n,EMM:p23:1,EMM:p23:2,282,60,343,1
692,\n,EMM:p23:2,EMM:p23:3,60,252,312,0
693,\n,EMM:p23:3,EMM:p24:0,252,140,392,0
694,\n,EMM:p24:0,EMM:p24:1,140,300,440,0
695,\n,EMM:p24:1,EMM:p24:2,300,51,351,0
696,\n,EMM:p24:2,EMM:p25:0,51,242,293,0
697,\n,EMM:p25:0,EMM:p25:1,242,297,539,0
698,\n,EMM:p25:1,EMM:p26:0,297,179,476,0
699,\n,EMM:p26:0,EMM:p27:0,179,199,378,0
700,\n,EMM:p27:0,EMM:p27:1,199,193,393,1
701,\n,EMM:p27:1,EMM:p27:2,193,152,345,0
702,\n,EMM:p27:2,EMM:p28:0,152,191,343,0
703,\n,EMM:p28:0,EMM:p28:1,191,187,378,0
704,\n,EMM:p28:1,EMM:p29:0,187,244,431,0
705,\n,EMM:p29:0,EMM:p29:1,244,199,443,0
706,\n,EMM:p29:1,EMM:p29:2,199,159,358,0
707,\n,EMM:p29:2,EMM:p30:0,159,213,373,1
708,\n,EMM:p30:0,EMM:p30:1,213,226,439,0
709,\n,EMM:p30:1,EMM:p30:2,226,148,374,0
710,\n,EMM:p30:2,EMM:p31:0,148,152,300,0
711,\n,EMM:p31:0,EMM:p31:1,152,188,340,0
712,\n,EMM:p31:1,EMM:p31:2,188,81,270,1
713,\n,EMM:p31:2,EMM:p32:0,81,253,334,0
714,\n,EMM:p32:0,EMM:p32:1,253,255,508,0
715,\n,EMM:p32:1,EMM:p32:2,255,54,309,0
716,\n,EMM:p32:2,EMM:p33:0,54,308,362,0
717,\n,EMM:p33:0,EMM:p33:1,308,77,385,0
718,\n,EMM:p33:1,EMM:p34:0,77,243,320,0
719,\n,EMM:p34:0,EMM:p34:1,243,138,381,0
720,\n,EMM:p34:1,EMM:p35:0,138,169,307,0
721,\n,EMM:p35:0,EMM:p35:1,169,200,370,1
722,\n,EMM:p35:1,EMM:p35:2,200,160,361,1
723,\n,EMM:p35:2,EMM:p35:3,160,93,254,1
724,\n,EMM:p35:3,EMM:p36:0,93,155,248,0
725,\n,EMM:p36:0,EMM:p36:1,155,149,305,1
726,\n,EMM:p36:1,EMM:p36:2,149,130,280,1
727,\n,EMM:p36:2,EMM:p36:3,130,111,242,1
728,\n,EMM:p36:3,EMM:p37:0,111,182,293,0
729,\n,EMM:p37:0,EMM:p37:1,182,145,328,1
730,\n,EMM:p37:1,EMM:p37:2,145,156,301,0
731,\n,EMM:p37:2,EMM:p37:3,156,161,317,0
732,\n,EMM:p37:3,EMM:p38:0,161,197,358,0
733,\n,EMM:p38:0,EMM:p38:1,197,156,354,1
734,\n,EMM:p38:1,EMM:p38:2,156,145,301,0
735,\n,EMM:p38:2,EMM:p39:0,145,217,362,0
736,\n,EMM:p39:0,EMM:p39:1,217,223,440,0
737,\n,EMM:p39:1,EMM:p39:2,223,128,352,1
738,\n,EMM:p39:2,EMM:p40:0,128,233,362,1
739,\n,EMM:p40:0,EMM:p40:1,233,277,510,0
740,\n,EMM:p40:1,EMM:p41:0,277,188,466,1
741,\n,EMM:p41:0,EMM:p42:0,188,220,408,0
742,\n,EMM:p42:0,EMM:p42:1,220,167,388,1
743,\n,EMM:p42:1,EMM:p43:0,167,220,387,0
744,\n,EMM:p43:0,EMM:p43:1,220,199,419,0
745,\n,EMM:p43:1,EMM:p43:2,199,70,270,1
746,\n,EMM:p43:2,EMM:p44:0,70,298,368,0
747,\n,EMM:p44:0,EMM:p45:0,298,305,603,0
748,\n,EMM:p45:0,EMM:p46:0,305,240,545,0
749,\n,EMM:p46:0,EMM:p46:1,240,174,414,0
750,\n,EMM:p46:1,EMM:p46:2,174,38,212,0
751,\n,EMM:p46:2,EMM:p47:0,38,238,276,0
752,\n,EMM:p47:0,EMM:p47:1,238,44,283,1
753,\n,EMM:p47:1,EMM:p48:0,44,78,122,0
754,\n,EMM:p48:0,EMM:p49:0,78,184,262,0
755,\n,EMM:p49:0,EMM:p49:1,184,245,429,0
756,\n,EMM:p49:1,EMM:p50:0,245,220,465,0
757,\n,EMM:p50:0,EMM:p51:0,220,258,478,0
758,\n,EMM:p51:0,EMM:p51:1,258,237,495,0
759,\n,EMM:p51:1,EMM:p52:0,237,188,425,0
760,\n,EMM:p52:0,EMM:p52:1,188,290,478,0
761,\n,EMM:p52:1,EMM:p53:0,290,274,564,0
762,\n,EMM:p53:0,EMM:p53:1,274,219,493,0
763,\n,EMM:p53:1,EMM:p53:2,219,140,360,1
764,\n,EMM:p53:2,EMM:p54:0,140,263,403,0
765,\n,EMM:p54:0,EMM:p54:1,263,276,539,0
766,\n,EMM:p54:1,EMM:p55:0,276,153,430,1
767,\n,EMM:p55:0,EMM:p56:0,153,107,260,0
768,\n,EMM:p56:0,EMM:p56:1,107,254,361,0
769,\n,EMM:p56:1,EMM:p56:2,254,302,557,1
770,\n,EMM:p56:2,EMM:p57:0,302,219,521,0
771,\n,EMM:p57:0,EMM:p57:1,219,291,510,0
772,\n,EMM:p57:1,EMM:p58:0,291,213,504,0
773,\n,EMM:p58:0,EMM:p58:1,213,261,474,0
774,\n,EMM:p58:1,EMM:p59:0,261,91,352,0
775,\n,EMM:p59:0,EMM:p59:1,91,222,313,0
776,\n,EMM:p59:1,EMM:p59:2,222,181,403,0
777,\n,EMM:p59:2,EMM:p60:0,181,237,418,0
778,\n,EMM:p60:0,EMM:p60:1,237,157,394,0
779,\n,EMM:p60:1,EMM:p61:0,157,172,329,0
780,\n,EMM:p61:0,EMM:p61:1,172,271,443,0
781,\n,EMM:p61:1,EMM:p61:2,271,36,307,0
782,\n,EMM:p61:2,EMM:p62:0,36,211,247,0
783,\n,EMM:p62:0,EMM:p62:1,211,250,462,1
784,\n,EMM:p62:1,EMM:p63:0,250,267,517,0
785,\n,EMM:p63:0,EMM:p63:1,267,215,482,0
786,\n,EMM:p63:1,EMM:p64:0,215,258,474,1
787,\n,EMM:p64:0,EMM:p64:1,258,131,389,0
788,\n,EMM:p64:1,EMM:p65:0,131,283,414,0
789,\n,EMM:p65:0,EMM:p65:1,283,31,314,0
790,\n,EMM:p65:1,EMM:p66:0,31,221,252,0
791,\n,EMM:p66:0,EMM:p66:1,221,225,446,0
792,\n,EMM:p66:1,EMM:p67:0,225,111,336,0
793,\n,EMM:p67:0,EMM:p68:0,111,244,356,1
794,\n,EMM:p68:0,EMM:p68:1,244,250,494,0
795,\n,EMM:p68:1,EMM:p69:0,250,164,414,0
796,\n,EMM:p69:0,EMM:p69:1,164,127,291,0
797,\n,EMM:p69:1,EMM:p69:2,127,46,173,0
798,\n,EMM:p69:2,EMM:p69:3,46,194,240,0
799,\n,EMM:p69:3,EMM:p70:0,194,288,482,0
800,\n,EMM:p70:0,EMM:p70:1,288,185,473,0
801,\n,EMM:p70:1,EMM:p71:0,185,300,485,0
802,\n,EMM:p71:0,EMM:p72:0,300,264,564,0
803,\n,EMM:p72:0,EMM:p72:1,264,230,494,0
804,\n,EMM:p72:1,EMM:p72:2,230,43,274,1
805,\n,EMM:p72:2,EMM:p73:0,43,327,370,0
806,\n,EMM:p73:0,EMM:p74:0,327,185,513,1
807,\n,EMM:p74:0,EMM:p74:1,185,142,327,0
808,\n,EMM:p74:1,EMM:p75:0,142,268,410,0
809,\n,EMM:p75:0,EMM:p76:0,268,201,470,1
810,\n,EMM:p76:0,EMM:p77:0,201,269,470,0
811,\n,EMM:p77:0,EMM:p77:1,269,178,447,0
812,\n,EMM:p77:1,EMM:p77:2,178,38,217,1
813,\n,EMM:p77:2,EMM:p78:0,38,254,292,0
814,\n,EMM:p78:0,EMM:p78:1,254,248,502,0
815,\n,EMM:p78:1,EMM:p79:0,248,202,450,0
816,\n,EMM:p79:0,EMM:p79:1,202,80,282,0
817,\n,EMM:p79:1,EMM:p79:2,80,220,300,0
818,\n,EMM:p79:2,EMM:p80:0,220,242,462,0
819,\n,EMM:p80:0,EMM:p80:1,242,145,388,1
820,\n,EMM:p80:1,EMM:p81:0,145,186,331,0
821,\n,EMM:p81:0,EMM:p82:0,186,179,365,0
822,\n,EMM:p82:0,EMM:p83:0,179,217,396,0
823,\n,EMM:p83:0,EMM:p83:1,217,81,298,0
824,\n,EMM:p83:1,EMM:p83:2,81,204,285,0
825,\n,EMM:p83:2,EMM:p83:3,204,50,254,0
826,\n,EMM:p83:3,EMM:p84:0,50,272,322,0
827,\n,EMM:p84:0,EMM:p84:1,272,101,373,0
828,\n,EMM:p84:1,EMM:p85:0,101,174,275,0
829,\n,EMM:p85:0,EMM:p86:0,174,245,419,0
830,\n,EMM:p86:0,EMM:p86:1,245,112,358,1
831,\n,EMM:p86:1,EMM:p87:0,112,169,281,0
832,\n,EMM:p87:0,EMM:p88:0,169,131,300,0
833,\n,EMM:p88:0,EMM:p88:1,131,115,247,1
834,\n,EMM:p88:1,EMM:p88:2,115,122,238,1
835,\n,EMM:p88:2,EMM:p89:0,122,189,311,0
836,\n,EMM:p89:0,EMM:p89:1,189,209,398,0
837,\n,EMM:p89:1,EMM:p90:0,209,280,489,0
838,\n,EMM:p90:0,EMM:p90:1,280,87,367,0
839,\n,EMM:p90:1,EMM:p91:0,87,154,241,0
840,\n,EMM:p91:0,EMM:p91:1,154,197,351,0
841,\n,EMM:p91:1,EMM:p91:2,197,73,270,0
842,\n,EMM:p91:2,EMM:p92:0,73,276,349,0
843,\n,EMM:p92:0,EMM:p92:1,276,137,413,0
844,\n,EMM:p92:1,EMM:p93:0,137,311,448,0
845,\n,EMM:p93:0,EMM:p93:1,311,127,439,1
846,\n,EMM:p93:1,EMM:p94:0,127,240,367,0
847,\n,EMM:p94:0,EMM:p94:1,240,146,386,0
848,\n,EMM:p94:1,EMM:p95:0,146,271,417,0
849,\n,EMM:p95:0,EMM:p96:0,271,266,538,1
850,\n,EMM:p96:0,EMM:p96:1,266,89,355,0
851,\n,EMM:p96:1,EMM:p97:0,89,222,311,0
852,\n,EMM:p97:0,EMM:p97:1,222,274,496,0
853,\n,EMM:p97:1,EMM:p97:2,274,59,333,0
854,\n,EMM:p97:2,EMM:p98:0,59,199,258,0
855,\n,EMM:p98:0,EMM:p98:1,199,191,390,0
856,\n,EMM:p98:1,EMM:p98:2,191,60,251,0
857,\n,EMM:p98:2,EMM:p99:0,60,226,286,0
858,\n,EMM:p99:0,EMM:p99:1,226,127,354,1
859,\n,EMM:p99:1,EMM:p100:0,127,289,416,0
860,\n,EMM:p100:0,EMM:p100:1,289,110,400,1
861,\n,EMM:p100:1,EMM:p101:0,110,254,365,1
862,\n,EMM:p101:0,EMM:p101:1,254,237,491,0
863,\n,EMM:p101:1,EMM:p102:0,237,225,462,0
864,\n,EMM:p102:0,EMM:p102:1,225,168,394,1
865,\n,EMM:p102:1,EMM:p102:2,168,62,231,1
866,\n,EMM:p102:2,EMM:p102:3,62,95,157,0
867,\n,EMM:p102:3,EMM:p104:0,95,162,257,0
868,\n,EMM:p104:0,EMM:p105:0,162,306,468,0
869,\n,EMM:p105:0,EMM:p106:0,306,268,574,0
870,\n,EMM:p106:0,EMM:p106:1,268,173,442,1
871,\n,EMM:p106:1,EMM:p107:0,173,229,402,0
872,\n,EMM:p107:0,EMM:p107:1,229,171,400,0
873,\n,EMM:p107:1,EMM:p107:2,171,94,266,1
874,\n,EMM:p107:2,EMM:p108:0,94,222,316,0
875,\n,EMM:p108:0,EMM:p108:1,222,184,407,1
876,\n,EMM:p108:1,EMM:p109:0,184,184,368,0
877,\n,EMM:p109:0,EMM:p110:0,184,90,274,0
878,\n,EMM:p110:0,EMM:p111:0,90,211,301,0
879,\n,EMM:p111:0,EMM:p112:0,211,52,263,0
880,\n,EMM:p112:0,EMM:p114:0,52,108,161,1
881,\n,EMM:p114:0,EMM:p115:0,108,168,277,1
882,\n,EMM:p115:0,EMM:p116:0,168,145,313,0
883,\n,EMM:p116:0,EMM:p117:0,145,313,458,0
884,\n,EMM:p117:0,EMM:p118:0,313,138,451,0
885,\n,EMM:p118:0,EMM:p119:0,138,222,361,1
886,\n,EMM:p119:0,EMM:p120:0,222,108,331,1
887,\n,EMM:p120:0,EMM:p121:0,108,77,186,1
888,\n,EMM:p121:0,EMM:p121:1,77,159,237,1
889,\n,EMM:p121:1,EMM:p121:2,159,52,211,0
890,\n,EMM:p121:2,EMM:p121:3,52,208,260,0
891,\n,EMM:p121:3,EMM:p122:0,208,281,489,0
892,\n,EMM:p122:0,EMM:p123:0,281,105,386,0
893,\n,EMM:p123:0,EMM:p123:1,105,206,312,1
894,\n,EMM:p123:1,EMM:p123:2,206,66,273,1
895,\n,EMM:p123:2,EMM:p124:0,66,104,170,0
